Pdemand,Pvre,Pbattery,Pgas,Ebattery,Egas
66.1481984,74.73495705052245,-8.586758650522455,0.0,183.18937798319965,28949.944895447752
70.6884462,89.51175099196632,-18.823304791966322,0.0,190.91746076866983,28949.944895447752
75.2819394,96.24368882377297,-20.961749423772986,0.0,207.85843508143955,28949.944895447752
79.0505936,94.180318347548,-15.129724747548,0.0,226.7240095628352,28949.944895447756
79.1832028,84.76883630975027,-5.585633509750259,0.0,240.3407618356284,28949.94489544775
69.1020474,67.42580487292335,0.0,1.6762425270766446,245.36783199440364,28949.944895447752
65.169574,49.18186049377381,0.0,15.987713506226186,245.36783199440364,28946.21991205425
64.2710643,46.25806767634676,0.0,18.01299662365325,245.36783199440364,28910.69165981819
64.0792279,50.227327600274016,0.0,13.851900299725992,245.36783199440364,28870.662778432288
67.1707835,50.192571241999715,0.0,16.978212258000287,245.36783199440364,28839.880777766233
70.1764894,47.26549263552173,0.0,22.910996764478252,245.36783199440362,28802.1514171929
64.9604004,44.05527261912605,0.0,20.90512778087395,245.36783199440362,28751.238091049618
62.0103407,39.26077756321892,0.0,22.749563136781063,245.36783199440362,28704.782251536562
56.4151343,35.30164953133192,0.0,21.113484768668062,245.3678319944036,28654.22766678816
53.2155346,32.60824256774452,0.0,20.607292032255472,245.36783199440356,28607.308811746672
51.7514433,31.97159758593791,0.0,19.77984571406208,245.36783199440356,28561.514829452775
52.9802373,32.16157060545969,0.0,20.818666694540305,245.36783199440356,28517.55961675486
51.208842,33.351344380139814,0.0,17.857497619860187,245.36783199440356,28471.295912989215
51.5868025,33.250132636689315,0.0,18.336669863310686,245.36783199440353,28431.61258494508
51.8968688,33.82977072179844,0.0,18.067098078201557,245.36783199440353,28390.864429693276
52.5582208,33.898237331492915,0.0,18.65998346850708,245.3678319944036,28350.715322852833
54.4624446,33.88616784298924,17.364894804788246,3.211381952222513,245.3678319944036,28309.248692922814
53.495494,35.76537099234036,17.730123007659646,0.0,227.0889953577843,28302.11228858454
62.1955016,50.41491555189616,0.0,11.780586048103844,208.4257079813005,28302.11228858454
64.561586,67.68087152595129,-3.119285525951284,0.0,208.42570798130046,28275.933208477643
70.5990828,82.19093084404074,-11.59184804404073,0.0,211.23306495465658,28275.933208477647
72.8858849,89.28153436622353,-16.395649466223542,0.0,221.6657281942932,28275.93320847764
74.8929744,84.04820456586813,-9.155230165868145,0.0,236.42181271389435,28275.933208477643
71.5501271,70.7619413906735,0.0,0.7881857093264967,244.6615198631757,28275.933208477647
69.0936702,52.050381490733855,0.0,17.043288709266143,244.6615198631757,28274.18168467914
66.9794925,36.01178916556252,0.0,30.967703334437488,244.66151986317573,28236.30770976966
62.4588559,31.714735207384493,0.0,30.7441206926155,244.66151986317573,28167.490591248687
61.734135,34.32054587541922,0.0,27.413589124580778,244.66151986317573,28099.170323042865
63.2317386,34.5070404721202,0.0,28.724698127879794,244.66151986317567,28038.251236099357
64.797555,33.001820151393886,0.0,31.795734848606106,244.66151986317567,27974.418573592957
67.4190871,30.920377848806467,0.0,36.49870925119354,244.6615198631757,27903.7613850405
62.0921924,28.77962315215869,0.0,33.312569247841324,244.6615198631757,27822.653142260067
56.9502474,26.801554918538184,0.0,30.148692481461815,244.6615198631757,27748.6252105982
52.6205739,25.285978742466764,0.0,27.334595157533236,244.66151986317573,27681.628116194945
52.2008609,24.619083941715015,0.0,27.581776958284987,244.66151986317573,27620.88457140043
53.1913124,24.45584798352727,0.0,28.73546441647273,244.6615198631757,27559.59173371535
55.7854351,24.461848738841855,0.0,31.32358636115815,244.6615198631757,27495.73514612319
56.8106925,24.76991059215237,0.0,32.040781907847624,244.66151986317573,27426.127176431728
55.3274135,25.580590738232228,0.0,29.746822761767763,244.66151986317576,27354.925438858736
53.1998884,27.004658132104506,0.0,26.195230267895486,244.66151986317576,27288.82138827703
52.0919729,29.013041143635235,0.0,23.078931756364753,244.66151986317576,27230.60976545949
62.9591074,30.984759786885828,0.0,31.974347613114173,244.66151986317576,27179.323250445344
66.2896998,41.63713910536677,0.0,24.652560694633223,244.66151986317576,27108.269144638423
71.648258,55.98468220954267,0.0,15.663575790457335,244.66151986317576,27053.485676428125
77.1600102,68.29055902667598,0.0,8.869451173324025,244.66151986317573,27018.677730227108
83.6105641,73.98890578082418,0.0,9.621658319175827,244.6615198631757,26998.96783873083
84.1458974,72.00132433042432,0.0,12.144573069575676,244.6615198631757,26977.586375799332
77.3343932,64.94082541288294,0.0,12.393567787117053,244.6615198631757,26950.59843564472
68.5625931,52.6634975150202,0.0,15.8990955849798,244.6615198631757,26923.057173895573
66.4470226,43.21413083828027,0.0,23.23289176171974,244.66151986317573,26887.725850373397
63.9265884,44.111675727432,0.0,19.814912672567992,244.6615198631757,26836.09720201402
66.0575016,45.769021926639695,0.0,20.2884796733603,244.6615198631757,26792.064062741643
69.9912425,43.91828752367055,0.0,26.072954976329456,244.66151986317573,26746.978552356395
67.9660003,40.81260416059837,0.0,27.15339613940162,244.6615198631757,26689.038652408995
70.5822585,37.54078228384584,0.0,33.04147621615413,244.66151986317567,26628.697772099218
65.6144791,34.59167038098896,0.0,31.022808719011035,244.6615198631757,26555.27226939665
58.8859154,31.86014186513158,0.0,27.02577353486841,244.66151986317567,26486.332694465516
55.0415606,28.93259719202902,0.0,26.108963407970975,244.66151986317564,26426.275419943588
52.8745358,26.55640953356664,0.0,26.318126266433357,244.6615198631756,26368.255501259206
52.0085442,24.885831680890696,0.0,27.122712519109296,244.66151986317564,26309.770776222686
50.10119,23.944589356675195,0.0,26.156600643324808,244.66151986317564,26249.49808173578
52.4562172,23.50401085820184,0.0,28.952206341798153,244.6615198631756,26191.372302528387
52.7160554,23.21758290587112,0.0,29.498472494128873,244.6615198631756,26127.03406621328
52.0332089,23.40382802768671,0.0,28.62938087231328,244.6615198631756,26061.48190511522
53.5512406,23.718517913412466,0.0,29.832722686587537,244.66151986317567,25997.861058732302
59.5251115,24.088945755471258,0.0,35.436165744528736,244.66151986317567,25931.566119428775
64.2196325,31.42034951639397,0.0,32.79928298360603,244.66151986317567,25852.81908444093
72.2521494,42.81206583620299,0.0,29.440083563797007,244.66151986317564,25779.93178892181
72.7374506,54.87772053311639,0.0,17.85973006688361,244.66151986317564,25714.50938100226
74.186478,60.433763637841025,0.0,13.752714362158958,244.6615198631756,25674.821091964743
74.119489,58.2757630805841,0.0,15.843725919415899,244.6615198631756,25644.25950449328
70.5180899,51.43143344649836,0.0,19.086656453501657,244.6615198631756,25609.051224672352
62.7179178,39.03701324574563,0.0,23.680904554254376,244.66151986317567,25566.63643255346
59.7501596,31.39279973292612,0.0,28.357359867073875,244.6615198631756,25514.01220021067
58.7849818,34.96448946685224,0.0,23.820492333147747,244.66151986317567,25450.995844950507
58.2811149,39.427383933025204,0.0,18.85373096697479,244.66151986317564,25398.061417543515
60.1256458,39.589796299779394,0.0,20.535849500220603,244.6615198631756,25356.164237616907
62.4826747,37.41227575072775,0.0,25.070398949272246,244.6615198631756,25310.529016505305
62.6970987,34.18489306672105,0.0,28.512205633278946,244.66151986317558,25254.817018840255
56.1375843,31.44374472610091,0.0,24.693839573899087,244.66151986317558,25191.456561877403
55.3352948,30.4361887690712,0.0,24.89910603092879,244.66151986317558,25136.581362824294
52.0156288,29.651610123478296,0.0,22.364018676521706,244.66151986317556,25081.250016088896
50.216909,30.156700877416547,0.0,20.060208122583447,244.66151986317556,25031.55219680774
49.394506,31.0113142393807,0.0,18.383191760619304,244.6615198631756,24986.973956535334
45.9223447,31.623100917426786,0.0,14.299243782573203,244.66151986317558,24946.122419289513
45.4850258,31.644245743850533,0.0,13.840780056149462,244.6615198631756,24914.346321994908
44.4800031,31.67521175504473,0.0,12.804791344955266,244.6615198631756,24883.58903298124
43.4818384,31.90203876335034,0.0,11.579799636649655,244.6615198631756,24855.133941103562
44.6528458,31.71517265084203,0.0,12.937673149157966,244.6615198631757,24829.401053022117
53.6951972,32.50323362249632,0.0,21.19196357750368,244.66151986317567,24800.65066824621
50.4357946,39.61229226362962,0.0,10.823502336370376,244.66151986317567,24753.55741585176
54.611167,49.15952289428291,0.0,5.451644105717097,244.66151986317567,24729.505188437604
58.1009504,58.88574165691995,-0.784791256919947,0.0,244.6615198631757,24717.390423758232
64.62885,64.17160732994512,0.0,0.4572426700548779,245.36783199440362,24717.390423758236
67.0091437,62.25565514569571,0.0,4.753488554304268,245.36783199440364,24716.374328935886
65.3511789,56.286938292115316,0.0,9.06424060788467,245.36783199440362,24705.811021037436
59.0110898,47.50133856601697,0.0,11.509751233983035,245.36783199440362,24685.66826413102
53.3861901,38.82061903145461,0.0,14.565571068545383,245.36783199440362,24660.09103916662
52.9513756,36.11328745357083,16.838088146429175,0.0,245.3678319944036,24627.723103458746
52.2801025,36.100038580218914,0.0,16.18006391978108,227.6435286823729,24627.723103458746
53.9503957,34.9296663351099,0.0,19.020729364890098,227.64352868237287,24591.76740585923
56.1762771,33.45967051066865,0.0,22.716606589331363,227.64352868237287,24549.499118381704
56.6849276,31.754427514388514,0.0,24.930500085611484,227.64352868237285,24499.01777040541
50.0615926,30.94445139985256,0.0,19.117141200147437,227.64352868237287,24443.616659104056
50.950801,30.526077332399108,0.0,20.424723667600883,227.64352868237287,24401.134123103726
47.2623288,29.37482005900177,0.0,17.887508740998218,227.64352868237285,24355.745848286835
47.4572012,28.11133048660468,0.0,19.34587071339532,227.64352868237282,24315.995828862393
38.9361516,27.51021690891937,0.0,11.425934691080617,227.64352868237282,24273.005005054845
37.9585106,26.55842460967802,0.0,11.40008599032197,227.6435286823728,24247.61403907467
37.3457303,25.152891490215293,0.0,12.192838809784707,227.64352868237282,24222.280514651735
37.2305407,24.04867417180242,0.0,13.181866528197572,227.6435286823728,24195.18531729666
34.7091351,23.620436992340395,0.0,11.088698107659598,227.64352868237282,24165.89228056733
39.4230808,23.708322080361228,0.0,15.714758719638768,227.64352868237282,24141.250729216972
36.4786357,26.564619928374086,0.0,9.914015771625904,227.64352868237282,24106.32904317333
41.8247585,40.34418839285145,0.0,1.4805701071485515,227.64352868237285,24084.29789701416
47.3570175,51.24997971581517,-3.89296221581518,0.0,227.6435286823728,24081.007741220492
52.8191197,59.56199266990547,-6.742872969905468,0.0,231.1471946766065,24081.007741220496
60.6872159,63.57876619775888,-2.8915502977588794,0.0,237.21578034952137,24081.007741220492
62.4515851,61.507702843993975,0.0,0.9438822560060306,239.81817561750435,24081.007741220492
61.0484999,52.77301727091732,0.0,8.275482629082674,239.81817561750438,24078.910225096035
52.6679904,38.72284118580462,0.0,13.945149214195384,239.81817561750435,24060.520263698072
42.9818738,21.136351402256423,0.0,21.84552239774358,239.81817561750438,24029.531043222087
40.348985,14.320425233003345,0.0,26.028559766996658,239.81817561750438,23980.985437893767
42.687962,17.616418956963344,0.0,25.07154304303665,239.81817561750438,23923.144193967106
48.9293072,21.22440921036075,0.0,27.704897989639225,239.8181756175044,23867.42965387147
52.9901804,23.397819669752618,0.0,29.592360730247385,239.8181756175044,23805.863213894492
48.5469461,23.00840697222946,0.0,25.538539127770544,239.8181756175044,23740.102412271717
44.5920058,21.88405380232275,0.0,22.707951997677252,239.8181756175044,23683.350103098895
43.6423391,19.882929098624352,0.0,23.759410001375645,239.81817561750438,23632.8879875485
40.5594823,17.18254334344571,0.0,23.37693895655429,239.81817561750438,23580.089298656556
37.9437506,16.31460461780163,0.0,21.62914598219837,239.81817561750435,23528.140545419767
48.8928975,16.81897198291666,0.0,32.07392551708333,239.81817561750435,23480.075776570437
45.5977174,17.842006778526272,0.0,27.75571062147373,239.81817561750438,23408.800386532483
46.3121664,18.488074069453013,0.0,27.82409233054698,239.81817561750438,23347.121029595874
46.4397124,19.52334960263935,0.0,26.916362797360645,239.8181756175044,23285.289713305767
46.4675181,20.81413569755742,13.219615124041416,12.43376727840116,239.8181756175044,23225.475573756077
50.0337111,22.266207664540453,27.76750343545953,0.0,225.90279127640815,23197.84497980407
59.3593196,27.66600648729799,31.693313112702008,0.0,196.67384029171393,23197.84497980407
60.8284405,49.613791623999006,0.0,11.214648876000993,163.31245806781706,23197.84497980407
63.6660949,71.71656877904894,-8.05047387904894,0.0,163.31245806781706,23172.923537857405
77.1360173,90.40132422791115,-13.265306927911155,0.0,170.5578845589611,23172.9235378574
81.9256013,104.26077218320111,-22.335170883201133,0.0,182.49666079408115,23172.923537857405
83.5540734,107.83097306949118,-24.2768996694912,0.0,202.59831458896215,23172.923537857405
81.5814619,99.50664901285566,-17.925187112855664,0.0,224.44752429150424,23172.923537857405
75.0661032,80.38570242369929,-5.319599223699276,0.0,240.58019269307434,23172.923537857405
67.6093268,52.228963571594086,15.380363228405917,0.0,245.36783199440364,23172.9235378574
61.1027315,36.622810920426176,24.47992057957382,0.0,229.17797596450268,23172.923537857405
62.5180665,38.84588167796305,23.672184822036954,0.0,203.4096385123197,23172.923537857405
66.6741257,40.99590482847444,25.678220871525575,0.0,178.491549225965,23172.92353785741
70.7217355,42.202800772538694,28.51893472746129,0.0,151.4618430454118,23172.923537857405
66.8895513,43.026943155302334,23.862608144697653,0.0,121.44191175334728,23172.92353785741
57.9479906,44.39808716582573,13.549903434174261,0.0,96.32337686419184,23172.92353785741
56.9014263,45.84343844378124,11.05798785621875,0.0,82.06032061769262,23172.923537857405
57.1674405,46.00424703720234,11.163193462797649,0.0,70.42033340062027,23172.923537857405
55.0718331,46.45429277287731,8.617540327122681,0.0,58.66960343978064,23172.923537857405
52.2678732,47.3767568421082,0.0,4.8911163578917956,49.59850835859886,23172.92353785741
51.8585649,48.8139290808497,0.0,3.0446358191502925,49.59850835859886,23162.05439039542
51.7769832,49.49610420556489,0.0,2.280878994435102,49.59850835859886,23155.28853301953
51.8090192,50.09714724843097,0.0,1.7118719515690195,49.59850835859886,23150.2199130319
55.2658337,51.095856768173284,4.169976931826715,0.0,49.59850835859887,23146.415753139525
50.4528819,51.70065760191292,-1.2477757019129367,0.0,45.20905895667601,23146.41575313952
55.0831162,57.36172190176186,-2.27860570176186,0.0,46.33205708839766,23146.41575313952
57.7088338,84.1002545000796,-26.391420700079603,0.0,48.382802219983326,23146.415753139518
68.5066361,102.32018593710833,-33.81354983710835,0.0,72.13508085005498,23146.415753139518
75.4833009,113.86149333304576,-37.86158316601807,-0.5166092670276934,102.56727570345251,23146.41575313952
77.5279183,117.99637217879172,-37.861583166018086,-2.6068707127736355,136.6427005528688,23146.720552607065
80.4059509,114.63250261181226,-34.226551711812284,0.0,170.71812540228504,23148.258606327607
77.9410345,101.34027583962286,-23.399241339622854,0.0,201.5220219429161,23148.258606327603
71.4649304,76.79788770487566,-5.33295730487566,0.0,222.58133914857663,23148.258606327607
66.0187268,47.86518970304796,0.0,18.15353709695204,227.38100072296473,23148.25860632761
60.8391841,31.59280162912542,0.0,29.246382470874575,227.38100072296473,23107.91741277883
62.8955586,29.184688849075954,0.0,33.71086975092405,227.38100072296473,23042.925451732437
64.7626228,26.168727093952068,0.0,38.59389570604792,227.38100072296473,22968.012407841496
70.1026482,23.739108070971607,0.0,46.363540129028394,227.3810007229647,22882.248195161385
68.3422085,21.577727222006096,0.0,46.7644812779939,227.3810007229647,22779.218105985765
63.2063108,18.9027146735086,0.0,44.3035961264914,227.38100072296473,22675.29703647911
59.2287849,15.41792023732417,0.0,43.81086466267584,227.38100072296473,22576.844600642464
57.6125257,12.419000574157282,0.0,45.19352512584271,227.3810007229647,22479.48712361429
57.062474,10.718393949025824,0.0,46.34408005097418,227.3810007229647,22379.05706777909
56.6577385,10.00800235687422,0.0,46.64973614312577,227.3810007229647,22276.07022322137
55.4746159,9.690749981895026,0.0,45.78386591810497,227.3810007229647,22172.404142903313
56.5860795,9.561175587453743,0.0,47.02490391254625,227.3810007229647,22070.662218640857
56.8579925,9.92281316037247,0.0,46.935179339627524,227.3810007229647,21966.162432168538
54.9863023,11.598257217887697,0.0,43.3880450821123,227.38100072296473,21861.862033636036
56.8575579,14.170481930050776,0.0,42.68707596994921,227.3810007229647,21765.44415567578
60.7549389,17.425018559740128,0.0,43.32992034025986,227.3810007229647,21670.58398685367
65.9378577,29.67495961847527,0.0,36.26289808152472,227.3810007229647,21574.29527498643
70.136615,42.50916488830031,0.0,27.627450111699687,227.3810007229647,21493.711057027485
80.3649243,54.95183667321858,0.0,25.413087626781415,227.3810007229647,21432.316723445932
84.6563334,64.84833800742034,0.0,19.80799539257965,227.38100072296476,21375.843195386416
86.424672,68.38852744166903,0.0,18.036144558330978,227.38100072296476,21331.82542784735
85.577764,61.75965770146835,0.0,23.818106298531646,227.38100072296473,21291.745106606617
81.0593057,47.904691462576096,0.0,33.15461423742391,227.38100072296479,21238.815981498767
75.3443645,32.22739828624843,0.0,43.11696621375155,227.38100072296479,21165.139060971156
66.4819998,24.402198924267466,0.0,42.079800875732516,227.38100072296476,21069.323580496155
65.6136609,27.56422729770094,0.0,38.04943360229906,227.38100072296476,20975.81291188342
69.5060164,29.146626635296116,0.0,40.359389764703884,227.38100072296473,20891.25861498942
70.2339245,29.600162088491093,0.0,40.6337624115089,227.3810007229647,20801.57108217897
68.5901966,29.359699450793073,0.0,39.23049714920692,227.3810007229647,20711.273832375617
65.1415478,29.275624963932913,0.0,35.865922836067085,227.3810007229647,20624.09494982182
60.4320448,29.584082954004444,0.0,30.847961845995556,227.3810007229647,20544.39289907501
60.3899953,30.26655137028474,30.12344392971526,0.0,227.38100072296473,20475.841872750574
56.1790378,31.12614435919221,25.05289344080779,0.0,195.67211237589606,20475.841872750574
53.7512723,32.11403039562551,21.63724190437447,0.0,169.3006455960984,20475.841872750578
57.0543331,32.82941360910891,24.224919490891093,0.0,146.52460148623052,20475.841872750578
52.2922957,33.82719239176081,18.465103308239183,0.0,121.02468623266094,20475.841872750578
50.6668577,35.32563464422231,15.341223055777695,0.0,101.58773538188285,20475.841872750578
53.9559754,37.20920570535921,16.746769694640786,0.0,85.4390795336958,20475.841872750578
51.3130792,39.140738834085916,12.172340365914081,0.0,67.81090090775814,20475.841872750578
58.0936014,46.046824949005035,12.046776450994946,0.0,54.99791104890122,20475.841872750578
61.6652677,76.54794252269637,-14.88267482269637,0.0,42.317093732064436,20475.841872750578
75.8403557,103.76474961207651,-27.92439391207653,0.0,55.71150107249117,20475.841872750574
71.1245383,123.87273646920963,-37.861583166018086,-14.886615003191558,80.84345559336005,20475.841872750578
71.697882,133.29785725913663,-37.861583166018086,-18.250185311273828,114.91888044277631,20484.62497560246
74.1693551,131.53113228168255,-37.86158316601808,-18.250185311273825,148.99430529219256,20495.392584936115
73.5246349,120.65339624019674,-37.86158316601808,-9.267178174178667,183.06973014160886,20506.16019426976
70.2335457,97.82688796995134,-27.593342269951346,0.0,217.14515499102515,20511.627829392524
70.8887372,69.84882924794645,0.0,1.03990795205355,241.9791630339814,20511.627829392528
66.7470897,57.71701448433144,0.0,9.030075215668571,241.9791630339814,20509.316922832408
68.5421421,60.98178617453099,0.0,7.560355925469014,241.9791630339814,20489.250089019806
72.2377642,61.31400139305863,0.0,10.923762806941367,241.97916303398142,20472.449298074316
74.2565189,59.25759825949988,0.0,14.998920640500112,241.9791630339814,20448.17426961445
71.0115583,55.63292627255085,0.0,15.378632027449157,241.97916303398137,20414.84333485778
68.3944176,52.43218635532131,0.0,15.962231244678687,241.9791630339814,20380.668597019005
67.1251998,51.28635379475979,0.0,15.838846005240212,241.97916303398142,20345.196972030826
65.502292,49.997684541271184,6.666002636783983,8.83860482194482,241.9791630339814,20309.999536463623
64.2359602,49.16808789507192,15.067872304928061,0.0,234.9623181531561,20290.35819241486
62.8712805,48.68297552930899,14.188304970691002,0.0,219.1013999374424,20290.358192414864
61.3006165,47.82282980789804,13.477786692101947,0.0,204.16634207355716,20290.358192414864
56.3094146,46.08796518470301,10.22144941529698,0.0,189.97919818713405,20290.358192414864
59.6604379,44.47433811877928,15.18609978122072,0.0,179.21977774997936,20290.358192414864
60.0695932,43.33335499825052,16.73623820174948,0.0,163.2344095592207,20290.35819241486
60.4325312,43.35092199206938,17.081609207930615,0.0,145.61731671527383,20290.35819241486
60.4530737,47.95268862297483,12.500385077025173,0.0,127.63667544376794,20290.358192414864
66.096369,70.24433006543484,-4.147961065434845,0.0,114.47837536268882,20290.358192414864
67.97107,87.10734134974233,-19.13627134974233,0.0,118.21154032158017,20290.35819241486
78.4138326,103.49472930272029,-25.080896702720285,0.0,135.43418453634828,20290.358192414857
79.0902126,110.0975877915813,-31.007375191581296,0.0,158.0069915687965,20290.35819241486
77.0282642,108.21671656288171,-31.188452362881684,0.0,185.91362924121967,20290.35819241486
